Date of Download: 2023-06-07_19:57:02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Search Parameters: Data Level:all  Trait List:  Trial List:9827,10416,9775,10793,11546  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Change in weight after boiling computation percentage|month 12|boiling time 20 minutes|COMP:0000287,Change in weight after boiling computation percentage|month 12|boiling time 30 minutes|COMP:0000288,Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051,beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053,branching angle in degrees|CO_334:0002082,branching level counting|CO_334:0000079,cassava bacterial blight severity 3-month evaluation|CO_334:0000175,dry matter content by specific gravity method|CO_334:0000160,dry matter content by table-top NIRS in percentage|CO_334:0002057,first apical branch height measurement in cm|CO_334:0000106,fresh root yield|CO_334:0000013,fresh storage root weight per plot|CO_334:0000012,frog skin disease : visual 1-5|CO_334:0000093,initial plant vigor assessment 1-5|CO_334:0000220,lodged plants estimation 1-3|CO_334:0000301,lodged plants estimation 1-3|month 6|COMP:0000208,marketable root number counting|CO_334:0000169,number of planted stakes per plant counting|CO_334:0000300,number of planted stakes per plot counting|CO_334:0000159,plant architecture visual rating 1-5|CO_334:0000099,plant height measurement in cm|CO_334:0000018,plant height with leaf in cm|CO_334:0000123,plant stands harvested counting|CO_334:0000010,root color visual rating 1-3|CO_334:0000221,root constriction visual rating 1-3|CO_334:0000109,root evaluation scaled 1-5|CO_334:0000228,root length evaluation scaled 1-3|CO_334:0000226,root weight in air|CO_334:0000157,root weight in water|CO_334:0000158,rotted storage root counting|CO_334:0000084,sprout count discrete counting|CO_334:0000138,storage root neck length visual rating 1-3|CO_334:0000223,storage root shape visual rating 1-6|CO_334:0000020,thrips severity : visual 1-5|CO_334:0002084,total carotenoid by chart 1-8|CO_334:0000161,notes
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208908,GM14041B-12,,plot,6677676,202257DVGST_momi_rep2_GM14041B-12_932,2,2,932,8,23,test,,,,,,,0,,36.92545717,,120,8.791208791,3.2,1,3,1,,3,,5,2,120,10,4,3,1,3,1,2350,272,0,5,1,2,4,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208910,GM14041B-2,,plot,6677473,202257DVGST_momi_rep2_GM14041B-2_1109,2,2,1109,18,26,test,,,,,,,2,,37.79090909,,70,12.77472527,4.65,1,3,1,,5,,5,3,160,5,4,3,1,2,2,2600,312,1,5,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208911,GM14041B-3,,plot,6678247,202257DVGST_momi_rep2_GM14041B-3_1240,2,2,1240,25,34,test,,,,,,,0,,36.23906999,,190,7.967032967,2.9,1,3,1,,2,,5,3,190,40,3,3,1,2,1,2350,264,0,5,2,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208912,GM14041B-4,,plot,6678393,202257DVGST_momi_rep2_GM14041B-4_1040,2,2,1040,14,23,test,,,,,,,0,,36.25996495,,160,10.98901099,4,1,5,1,,4,,5,1,160,20,3,3,1,3,2,2250,253,0,4,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208913,GM14041B-5,,plot,6678222,202257DVGST_momi_rep2_GM14041B-5_1346,2,2,1346,31,32,test,,,,,,,3,,37.89314952,,100,12.36263736,4.5,1,4,2,,4,,5,3,170,10,4,3,1,3,2,2000,241,0,5,1,2,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208915,GM14041B-7,,plot,6678182,202257DVGST_momi_rep2_GM14041B-7_983,2,2,983,11,29,test,,,,,,,2,,32.42600519,,90,2.472527473,0.9,1,3,1,,0,,5,4,160,20,4,3,1,4,2,850,79,0,4,1,3,5,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208917,GM14041B-9,,plot,6677623,202257DVGST_momi_rep2_GM14041B-9_1398,2,2,1398,34,25,test,,,,,,,0,,37.85479574,,180,9.615384615,3.5,1,4,1,,4,,5,2,180,20,4,3,1,3,2,3200,385,0,5,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208919,GM14042A-10,,plot,6678555,202257DVGST_momi_rep2_GM14042A-10_912,2,2,912,7,30,test,,,,,,,2,,32.53922777,,80,4.67032967,1.7,1,3,1,,2,,5,4,190,10,4,1,1,3,1,1700,159,1,4,2,2,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208920,GM14042A-11,,plot,6677503,202257DVGST_momi_rep2_GM14042A-11_1286,2,2,1286,28,29,test,,,,,,,0,,38.60393309,,160,7.142857143,2.6,1,3,1,,4,,5,2,160,30,4,1,1,3,2,2525,313,0,5,2,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208921,GM14042A-12,,plot,6677367,202257DVGST_momi_rep2_GM14042A-12_1405,2,2,1405,35,19,test,,,,,,,0,,36.0127344,,180,14.56043956,5.3,1,4,1,,6,,5,4,180,20,4,1,1,2,2,3300,367,0,5,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208922,GM14042A-13,,plot,6677619,202257DVGST_momi_rep2_GM14042A-13_1296,2,2,1296,28,19,test,,,,,,,0,,33.62471042,,160,7.28021978,2.65,1,3,1,,2,,5,2,160,20,3,1,1,3,3,2300,228,0,5,1,3,4,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208923,GM14042A-14,,plot,6678636,202257DVGST_momi_rep2_GM14042A-14_1075,2,2,1075,16,24,test,,,,,,,4,,37.58677639,,30,2.747252747,1,1,2,1,,0,,5,3,140,10,3,1,1,4,2,1000,119,0,4,1,3,3,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208924,GM14042A-15,,plot,6678171,202257DVGST_momi_rep2_GM14042A-15_1097,2,2,1097,17,35,test,,,,,,,0,,39.00114401,,190,7.005494505,2.55,1,3,1,,0,,5,3,190,20,4,3,1,3,2,1700,214,0,5,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208925,GM14042A-2,,plot,6677823,202257DVGST_momi_rep2_GM14042A-2_864,2,2,864,4,19,test,,,,,,,0,,35.85351288,,110,6.868131868,2.5,1,3,2,,5,,5,5,110,20,4,1,1,2,2,2400,265,1,5,1,3,5,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208926,GM14042A-3,,plot,6677597,202257DVGST_momi_rep2_GM14042A-3_999,2,2,999,12,28,test,,,,,,,0,,37.41727839,,150,12.22527473,4.45,1,4,2,,5,,5,5,150,20,4,3,1,2,2,3275,387,2,5,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208927,GM14042A-4,,plot,6678334,202257DVGST_momi_rep2_GM14042A-4_1184,2,2,1184,22,23,test,,,,,,,4,,38.96633987,,80,6.181318681,2.25,1,3,1,,1,,5,3,160,10,4,1,1,3,1,1400,176,0,3,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208928,GM14042A-5,,plot,6678495,202257DVGST_momi_rep2_GM14042A-5_1498,2,2,1498,40,33,test,,,,,,,0,,17.87152231,,200,5.906593407,2.15,1,4,1,,0,,5,3,200,30,3,1,2,4,2,1925,20,0,4,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208929,GM14042A-6,,plot,6678149,202257DVGST_momi_rep2_GM14042A-6_967,2,2,967,10,24,test,,,,,,,2,,36.77485876,,80,3.983516484,1.45,3,2,1,,2,,5,3,140,5,3,3,1,2,2,1400,161,0,4,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208930,GM14042A-7,,plot,6678643,202257DVGST_momi_rep2_GM14042A-7_1162,2,2,1162,21,28,test,,,,,,,3,,39.62602041,,90,0.824175824,0.3,1,2,1,,0,,5,2,150,3,1,3,1,,3,225,29,0,5,2,1,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208931,GM14042A-8,,plot,6678681,202257DVGST_momi_rep2_GM14042A-8_1148,2,2,1148,20,23,test,,,,,,,2,,42.75467091,,80,9.478021978,3.45,1,4,1,,0,,5,5,150,10,4,3,1,3,2,2200,316,0,5,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208932,GM14042A-9,,plot,6678634,202257DVGST_momi_rep2_GM14042A-9_940,2,2,940,9,22,test,,,,,,,2,,34.18608018,,30,4.120879121,1.5,1,3,1,,2,,5,4,80,5,4,1,1,4,2,1500,153,0,5,1,3,3,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208934,GM14045A-10,,plot,6678300,202257DVGST_momi_rep2_GM14045A-10_1172,2,2,1172,22,35,test,,,,,,,2,,30.77683307,,130,4.807692308,1.75,1,3,2,,0,,5,3,220,30,3,2,2,4,3,1400,118,0,3,2,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208933,GM14045A-1,,plot,6677402,202257DVGST_momi_rep2_GM14045A-1_1043,2,2,1043,14,20,test,,,,,,,0,,38.73910369,,190,4.807692308,1.75,1,4,1,,0,,5,3,190,30,1,2,1,4,3,1950,243,0,5,2,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208935,GM14045A-11,,plot,6677365,202257DVGST_momi_rep2_GM14045A-11_1510,2,2,1510,40,21,test,,,,,,,3,,,,160,,,,,2,,,,5,3,270,20,0,,,,,,,,1,,,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208936,GM14045A-12,,plot,6677586,202257DVGST_momi_rep2_GM14045A-12_1522,2,2,1522,41,28,test,,,,,,,4,,37.06865644,,80,8.516483516,3.1,1,4,1,,6,,5,4,210,10,4,1,1,2,3,3100,361,3,5,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208937,GM14045A-13,,plot,6678657,202257DVGST_momi_rep2_GM14045A-13_1400,2,2,1400,34,23,test,,,,,,,2,,37.67503222,,110,10.57692308,3.85,1,5,1,,5,,5,4,160,10,3,1,1,2,3,3525,421,3,4,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208938,GM14045A-14,,plot,6678275,202257DVGST_momi_rep2_GM14045A-14_1349,2,2,1349,31,35,test,,,,,,,4,,38.67104405,,50,9.203296703,3.35,1,4,1,,4,,5,1,210,10,4,3,1,3,2,2100,261,0,5,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208939,GM14045A-15,,plot,6677749,202257DVGST_momi_rep2_GM14045A-15_1437,2,2,1437,36,22,test,,,,,,,0,,36.93042627,,240,11.81318681,4.3,1,5,1,,6,,5,3,240,40,4,3,1,2,2,2600,301,3,5,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208940,GM14045A-16,,plot,6678019,202257DVGST_momi_rep2_GM14045A-16_1530,2,2,1530,41,36,test,,,,,,,0,,33.68596545,,230,5.494505495,2,1,4,1,,0,,5,1,230,40,4,3,1,2,3,1800,179,1,5,2,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208941,GM14045A-17,,plot,6677752,202257DVGST_momi_rep2_GM14045A-17_1117,2,2,1117,19,19,test,,,,,,,0,,36.48844011,,210,11.4010989,4.15,1,5,1,,3,,5,2,210,40,4,1,1,2,2,2025,230,3,5,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208942,GM14045A-18,,plot,6677652,202257DVGST_momi_rep2_GM14045A-18_1458,2,2,1458,37,36,test,,,,,,,0,,36.97714932,,230,8.516483516,3.1,1,4,2,,2,,5,3,230,40,4,1,1,4,1,1750,203,0,5,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208943,GM14045A-19,,plot,6678106,202257DVGST_momi_rep2_GM14045A-19_1074,2,2,1074,16,25,test,,,,,,,0,,37.13053856,,170,6.593406593,2.4,1,4,1,,1,,5,3,170,30,4,1,1,2,3,1850,216,0,5,2,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208945,GM14045A-20,,plot,6678299,202257DVGST_momi_rep2_GM14045A-20_1326,2,2,1326,30,25,test,,,,,,,0,,40.90953757,,170,12.36263736,4.5,1,5,1,,5,,5,2,170,30,4,1,1,3,2,2600,351,0,5,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208944,GM14045A-2,,plot,6677682,202257DVGST_momi_rep2_GM14045A-2_1050,2,2,1050,15,24,test,,,,,,,0,,38.66477162,,170,11.26373626,4.1,1,4,1,,5,,5,2,170,20,4,1,1,3,2,2350,292,0,5,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208946,GM14045A-21,,plot,6677835,202257DVGST_momi_rep2_GM14045A-21_1274,2,2,1274,27,32,test,,,,,,,0,,31.50127445,,200,5.769230769,2.1,1,3,2,,2,,5,2,200,30,3,3,1,3,3,1850,163,0,4,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208947,GM14045A-22,,plot,6678880,202257DVGST_momi_rep2_GM14045A-22_1072,2,2,1072,16,27,test,,,,,,,3,,36.07813853,,150,4.395604396,1.6,1,3,1,,0,,5,4,270,20,4,3,2,4,3,1300,145,0,5,2,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208948,GM14045A-23,,plot,6677958,202257DVGST_momi_rep2_GM14045A-23_901,2,2,901,7,19,test,,,,,,,0,,39.35323359,,170,8.241758242,3,1,3,1,,2,,5,4,170,10,3,3,1,3,2,2375,303,6,4,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208949,GM14045A-24,,plot,6677844,202257DVGST_momi_rep2_GM14045A-24_1550,2,2,1550,43,20,test,,,,,,,0,,34.93293114,,230,5.631868132,2.05,1,4,1,,1,,5,3,230,40,4,1,1,4,1,1900,201,0,4,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208950,GM14045A-25,,plot,6678246,202257DVGST_momi_rep2_GM14045A-25_1107,2,2,1107,18,28,test,,,,,,,3,,34.52107438,,70,3.846153846,1.4,1,4,1,,1,,5,2,140,10,2,3,1,4,2,1350,140,0,3,2,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208951,GM14045A-26,,plot,6677655,202257DVGST_momi_rep2_GM14045A-26_1058,2,2,1058,15,32,test,,,,,,,3,,38.3767101,,110,0.961538462,0.35,1,,1,,0,,5,2,260,40,1,3,1,4,1,350,43,0,2,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208952,GM14045A-27,,plot,6678416,202257DVGST_momi_rep2_GM14045A-27_1076,2,2,1076,16,23,test,,,,,,,0,,35.28316733,,150,8.791208791,3.2,1,4,2,,5,,5,4,150,20,3,3,1,2,2,2250,242,3,4,2,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208953,GM14045A-3,,plot,6677918,202257DVGST_momi_rep2_GM14045A-3_1183,2,2,1183,22,24,test,,,,,,,4,,38.16325052,,80,3.296703297,1.2,1,3,1,,0,,5,4,190,20,1,1,1,3,2,1100,134,2,1,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208954,GM14045A-4,,plot,6677720,202257DVGST_momi_rep2_GM14045A-4_1336,2,2,1336,31,22,test,,,,,,,0,,35.72772467,,230,8.241758242,3,1,4,1,,2,,5,3,230,20,4,3,1,4,,2350,258,3,5,2,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208955,GM14045A-5,,plot,6677830,202257DVGST_momi_rep2_GM14045A-5_1583,2,2,1583,44,20,test,,,,,,,3,,36.17072072,,120,4.807692308,1.75,1,4,,,0,,5,,220,30,3,1,1,4,2,1500,168,,5,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208956,GM14045A-6,,plot,6678591,202257DVGST_momi_rep2_GM14045A-6_809,2,2,809,1,35,test,,,,,,,2,,33.94486741,,160,3.846153846,1.4,1,2,2,,1,,5,3,230,30,1,1,1,5,1,1300,131,0,2,3,3,3,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208957,GM14045A-7,,plot,6677573,202257DVGST_momi_rep2_GM14045A-7_1486,2,2,1486,39,28,test,,,,,,,3,,37.63965517,,70,3.708791209,1.35,1,3,3,,1,,5,4,180,20,1,3,2,3,3,1350,161,0,2,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208958,GM14045A-8,,plot,6677996,202257DVGST_momi_rep2_GM14045A-8_1372,2,2,1372,33,22,test,,,,,,,3,,39.47664036,,130,8.104395604,2.95,,4,1,,1,,5,2,260,20,4,,,3,2,2325,298,4,5,1,1,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208959,GM14045A-9,,plot,6677870,202257DVGST_momi_rep2_GM14045A-9_1558,2,2,1558,43,28,test,,,,,,,0,,36.82804878,,180,5.357142857,1.95,1,4,2,,2,,5,4,180,30,4,1,1,4,2,1900,219,0,5,2,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208961,GM14047A-10,,plot,6678535,202257DVGST_momi_rep2_GM14047A-10_1535,2,2,1535,42,32,test,,,,,,,0,,34.34568095,,190,12.63736264,4.6,1,4,1,,5,,5,4,190,40,4,3,1,3,2,3200,329,1,5,1,3,1,," (Operator: lizbethpino, Time: )"
2022,174,CIAT,"CIAT cassava breeding, Cali, Colombia",11546,202257DVGST_momi,202257DVGST_momi,RCBD,1.3,3.5,,no,no,2022-July-22,2023-April-17,127,"Momil. Cordoba, Colombia",4208962,GM14047A-11,,plot,6678692,202257DVGST_momi_rep2_GM14047A-11_1360,2,2,1360,32,27,test,,,,,,,4,,32.12201087,,50,7.417582418,2.7,1,3,1,,1,,5,3,130,10,4,3,1,3,2,2025,185,1,5,3,3,4,," (Operator: lizbethpino, Time: )"
